# col1_1 col2_1     col3_1      col4_1 col5_1 col6_1 col7_1 col1_2 col3_2     col4_2      col5_2 col6_2 col7_2 col8       col9       col10    col11       col12      col13     col14       col15      col16    col17     col18      col19    col20     col21      col22    col23    col24     col25   col26    col27      col28    col29    col30     col31   col32    col33      col34   col35    col36      col37    col38   col39      col40    col41   col42     col43   col44   col45     col46    col47   col48     col49   col50   col51     col52   col53   col54    col55    col56   col57    col58   col59    col60      col61   col62      col63 col64  col65  col66 col67 col68  col69  col70 col71 col72 col73   Separation          
  53     53.0505409 -27.7136116 2.45   12.37  0.48   23586  23586  53.0508432 -27.7137112 28.35  0      0.0    0.0692444  0.0172839  116411.0 0.0398576   0.00599248 0.0234564 0.129443    0.0216364  6774.52  0.222946  0.0146244  7326.29  0.238228  0.0301443  6191.14  0.360183 0.0289723 5965.71 0.375582 0.0388703  13391.9  0.515154 0.0339814 4210.99 -99.0    -99.0      0.0     0.917481 0.0209564  5018.77  1.59977 0.0265498  5053.3   2.57056 0.146148  116.656 -99.0   -99.0     0.0      6.11009 0.0781154 3513.09 7.86311 0.051034  4713.85 9.31543 0.455889 226683.0 8.44644 0.484001 24121.7 1.42895  0.023715   1.59977 0.0365017  13.1  6.459  4.175  3.9   3.401 6.491  11.586 4.4   1.12  0     529.0   1.0279947907911486  
  54     53.0577087 -27.7199993 1.89   12.39  0.37   22435  22435  53.0578649 -27.7200877 28.34  0      0.0    0.451424   0.0177395  113793.0 0.486273    0.00916498 0.0245876 0.682367    0.0257955  11331.1  1.11235   0.0197961  9693.62  1.95025   0.0412163  9165.21  2.05595  0.0406522 8089.08 2.43297  0.0537383  18972.4  2.52175  0.0482571 4837.21 -99.0    -99.0      0.0     4.62215  0.0313851  4879.02  5.96712 0.039093   4852.76  7.89625 0.176763  114.705 -99.0   -99.0     0.0      15.4079 0.0714627 3512.22 17.3385 0.0457991 4809.5  18.6579 0.434283 226683.0 13.9479 0.460953 23885.8 5.47865  0.0358928  5.96712 0.0522863  28.62 7.57   6.917  3.93  5.176 9.045  14.332 -14.7 1.089 0     1161.0  0.5908169638525022  
  56     53.0565834 -27.7983341 1.72   11.91  0.12   12537  12537  53.0568179 -27.7982999 28.58  0      0.0    0.180977   0.0213178  113007.0 0.195687    0.00776757 0.0378731 0.299548    0.0262748  11148.7  0.446026  0.0197355  10504.4  0.776144  0.0293372  17268.0  0.85487  0.0323359 13752.6 1.14814  0.0409951  31477.0  -99.0    -99.0     0.0     2.13455  0.0403681  8312.39 3.77073  0.0291488  9879.81  5.44504 0.0357778  10282.3  8.14535 0.209401  111.187 9.59483 0.0472596 163.019  21.5458 0.0771265 3205.86 25.8933 0.0813022 1659.53 25.5683 0.332646 400426.0 17.3454 0.354786 41897.7 5.11235  0.0335917  5.44504 0.0439402  15.52 9.86   7.608  3.5   5.128 10.538 17.527 42.9  1.065 0     1665.0  0.7568561107467559  
  57     53.0780411 -27.7741661 1.72   11.96  0.14   16160  16160  53.0781377 -27.7742133 28.55  0      0.0    0.257434   0.0196865  114351.0 0.26411     0.00805712 0.0335348 0.391998    0.0370629  6580.33  0.781089  0.0297188  5688.52  1.55179   0.0446124  10080.9  1.6396   0.031198  18907.8 2.23346  0.0539233  23322.0  -99.0    -99.0     0.0     4.07833  0.0444119  8107.08 6.39929  0.0330031  9015.17  8.88744 0.0393714  9585.3   12.4008 0.253357  90.2504 13.5512 0.0388412 304.278  26.4574 0.109998  1291.68 29.9865 0.0744101 1554.34 27.2546 0.360335 267576.0 20.191  0.399757 27507.3 8.55756  0.03791    8.88744 0.0489652  32.07 11.112 7.863  3.5   6.256 11.743 18.102 -5.2  1.039 0     1960.0  0.3514953270838773  
  58     53.1676674 -27.8302784 1.85   12.06  0.07   8740   8740   53.1676482 -27.8303676 28.6   0      0.0    0.174236   0.0199105  101842.0 0.17032     0.00814525 0.022077  0.240603    0.0164659  22935.7  0.405059  0.00859446 35027.8  0.648552  0.0119314  61278.2  0.790527 0.0308405 12552.0 0.921259 0.0196519  80226.3  -99.0    -99.0     0.0     1.51368  0.017335   16118.6 2.63349  0.0249997  9970.03  4.13991 0.0301654  10649.2  6.72966 0.137635  152.859 7.19457 0.0341428 271.344  17.4739 0.0766064 2482.59 21.793  0.10408   786.007 23.4017 0.336053 327030.0 16.2551 0.364583 32237.2 3.90385  0.0284453  4.13991 0.0389781  39.58 9.056  6.097  3.67  5.442 9.395  14.671 35.9  1.06  0     1219.0  0.3268858218283629  
  60     53.1668739 -27.7986107 2.02   12.46  0.23   12624  12624  53.1668951 -27.7987375 30.12  0      0.0    0.503047   0.0194217  112544.0 0.50221     0.00934123 0.0326407 0.886199    0.0112957  128615.0 1.34677   0.00686077 140854.0 1.9169    0.0079165  346954.0 2.06766  0.0375376 24996.6 2.65963  0.0143049  356225.0 -99.0    -99.0     0.0     3.71692  0.0151311  74195.9 5.89657  0.0118979  103565.0 7.99219 0.0122895  156351.0 12.4424 0.146235  206.007 12.6735 0.0375603 273.663  24.565  0.103731  1623.74 27.0049 0.0890561 1263.84 31.8578 0.309804 435198.0 21.8276 0.321553 48648.2 8.04694  0.0123737  7.99219 0.0120656  16.28 10.809 8.878  3.5   4.985 9.477  16.21  -29.6 0.993 0     3887.0  0.4614454100406743  
  61     53.1810417 -27.8169441 1.77   12.13  0.15   10252  10252  53.1810369 -27.8171601 28.62  0      0.02   0.0821755  0.0191774  113322.0 0.0866015   0.00687373 0.0260367 0.164489    0.0214574  8001.8   0.238082  0.0119686  13582.3  0.412144  0.0269398  9392.62  0.451699 0.0238034 14098.1 0.629976 0.0302478  19629.0  -99.0    -99.0     0.0     1.26736  0.0136004  16669.4 2.08839  0.0201587  9947.88  3.13827 0.0242342  10550.9  5.61073 0.102698  149.397 6.22995 0.0238933 256.765  15.1841 0.121039  1547.73 18.5704 0.112618  1001.16 19.1025 0.346338 399813.0 16.0842 0.378811 40554.2 3.06015  0.023631   3.13827 0.0272951  6.24  5.919  5.133  3.51  2.251 4.951  10.049 -17.1 1.026 0     867.0   0.7777501751670713  
  62     53.0936661 -27.8263893 0.73   11.76  0.0    9324   9324   53.0936532 -27.8263807 28.61  0      0.02   0.203732   0.0239522  108243.0 0.19035     0.00906426 0.0300494 0.341139    0.0472234  6658.22  1.74112   0.0400983  5447.68  5.7298    0.0648579  9518.8   6.63896  0.0466724 17648.3 9.26384  0.0910554  19987.5  -99.0    -99.0     0.0     13.6967  0.0618203  8116.17 18.9487  0.0419588  10182.3  28.8716 0.0502806  10744.8  60.2119 0.145064  174.506 60.3169 0.0407272 261.482  95.8624 0.0659157 4215.7  68.2555 0.0788475 1707.6  72.3385 0.316672 439687.0 60.6776 0.330135 47703.4 28.9597  0.050434   28.8716 0.0511284  27.47 13.378 7.337  3.5   5.033 10.679 19.436 7.2   0.997 0     3681.0  0.05143212403856317 
  63     53.0941238 -27.7405281 0.74   11.64  0.1    20219  20219  53.0941069 -27.7405097 28.46  0      0.03   2.51698    0.0239458  115484.0 2.53267     0.0169703  0.0369627 3.69462     0.0671608  7022.89  8.62195   0.0481101  7382.21  20.6088   0.0936192  9322.14  22.5978  0.0841387 11853.0 28.3709  0.121045   22265.9  30.9529  0.104187  5637.47 -99.0    -99.0      0.0     45.1535  0.0600092  6094.14  58.3531 0.0705566  6382.0   92.5148 0.141942  214.497 91.6365 0.155647  16.9551  113.18  0.0775656 3247.83 77.5452 0.0489369 4702.25 80.6906 0.429962 240149.0 64.9412 0.442794 28722.0 58.6397  0.0709031  58.3531 0.0679618  10.31 13.239 9.057  3.5   4.192 9.872  19.828 7.8   0.995 0     5149.0  0.08536552616762302 
  64     53.0719986 -27.8188896 1.62   11.88  0.09   10000  10000  53.0720185 -27.818938  28.67  0      0.0    -0.0203784 0.0162029  110667.0 -0.0077298  0.00436847 0.0304885 -0.00945396 0.0198182  6473.47  0.0226332 0.0155359  5286.06  0.0234675 0.0272327  6803.85  0.055939 0.0155763 17727.6 0.135778 0.028106   20943.3  -99.0    -99.0     0.0     0.355772 0.015158   15534.7 0.728193 0.0152709  11406.0  1.33204 0.0187473  12059.5  2.63948 0.0947196 160.139 2.74488 0.0390102 105.135  8.80435 0.064032  4184.38 11.8015 0.0769289 1654.8  12.1358 0.289912 428990.0 9.96688 0.303678 49652.5 1.205    0.0169594  1.33204 0.027764   14.59 6.473  3.717  4.17  3.125 6.208  10.777 -5.1  1.105 0     499.0   0.18540256553147647 
  67     53.0355415 -27.7800827 0.31   11.2   0.0    15725  15725  53.0355549 -27.7800756 28.53  0      0.03   4.49585    0.0303021  113500.0 4.62684     0.0236174  0.0309684 9.89617     0.0967664  9330.45  47.4897   0.0874337  8013.16  99.2729   0.147664   13160.1  111.511  0.180301  10168.8 142.425  0.243427   23166.7  -99.0    -99.0     0.0     179.106  0.147908   8177.19 242.477  0.104623   8778.29  339.171 0.120916   9343.05  -99.0   -99.0     0.0     532.43  0.0633482 159.642  335.927 0.113711  1803.55 324.531 0.0865695 2007.41 236.638 0.468224 221844.0 562.511 0.505045 24388.0 349.237  0.124505   339.171 0.0994276  19.49 23.427 9.708  3.5   5.461 13.602 28.316 7.6   0.971 0     16333.0 0.049748331805604847
  68     53.0551682 -27.7113609 0.6    11.51  0.0    23420  23420  53.0551248 -27.7113783 28.34  0      0.03   5.86951    0.018488   113565.0 5.63155     0.0236552  0.024315  7.26996     0.0709352  11733.2  19.1927   0.056758   9646.01  41.7618   0.129183   9291.77  45.2982  0.152891  5983.69 52.4269  0.174723   20187.0  60.7631  0.143824  4976.54 -99.0    -99.0      0.0     74.7994  0.0820724  4938.59  100.984 0.100162   4939.23  149.123 0.220805  113.068 -99.0   -99.0     0.0      159.233 0.077233  3516.3  128.376 0.0510322 4806.11 133.243 0.45805  217705.0 124.743 0.484699 24357.7 102.583  0.101749   100.984 0.0934296  7.44  15.195 11.882 3.5   3.511 9.327  23.345 -7.6  0.984 0     8514.0  0.1518421867134182  
  69     53.1035004 -27.7851391 0.36   10.47  0.0    14676  14676  53.103591  -27.7851016 28.7   0      0.03   3.8941     0.0170098  115214.0 3.86603     0.0189846  0.0298338 5.317       0.0456613  13461.6  13.8678   0.0398906  10143.7  21.1811   0.0709289  14066.0  22.907   0.060318  19192.9 27.4666  0.0926026  30555.8  -99.0    -99.0     0.0     28.9165  0.0493677  8323.25 34.3246  0.0374624  11801.5  42.5536 0.0428619  12581.8  53.0309 0.0970613 207.755 57.373  0.0256349 311.406  38.9286 0.0589972 3763.54 39.1076 0.0691339 1584.21 29.0749 0.271642 395412.0 85.6425 0.294493 43097.8 43.4769  0.0437918  42.5536 0.0364302  12.74 8.108  6.135  3.5   3.266 6.183  10.917 -32.0 0.979 0     3018.0  0.31857284343535275 
  7      53.1103745 -27.6765842 1.03   12.09  0.89   24497  24497  53.1103918 -27.6765389 27.98  0      0.64   38.3238    0.0176019  92971.3  40.0074     0.0561103  0.0213706 34.4659     0.13655    7500.31  37.9035   0.0633242  9216.78  45.4647   0.126189   8671.72  40.7193  0.134156  6053.11 55.2073  0.160923   20901.5  52.6449  0.164775  2599.48 -99.0    -99.0      0.0     62.9335  0.0868736  2615.3   62.9128 0.0957255  2636.23  95.4971 0.192272  96.58   -99.0   -99.0     0.0      203.461 0.132223  1003.47 284.338 0.0986247 1217.59 441.219 0.453728 195262.0 629.894 0.460953 23414.0 64.0534  0.0974609  62.9128 0.0892817  4.48  9.773  8.276  3.5   1.875 4.934  15.639 24.2  0.982 0     3962.0  0.17215419550885744 
  70     53.1154594 -27.8446102 1.1    11.99  0.23   7183   7183   53.115494  -27.8446661 28.6   0      0.03   0.781111   0.0176227  116024.0 0.806153    0.0111289  0.0206577 1.0051      0.0414765  7602.73  2.17426   0.0350964  5468.9   5.04982   0.0588591  8723.97  6.31028  0.0385029 19741.3 9.90386  0.0913814  17131.1  -99.0    -99.0     0.0     13.3352  0.0524492  8350.26 18.3276  0.0354789  9899.29  24.2013 0.0418969  10434.3  40.0461 0.115948  159.971 41.9074 0.0318373 261.931  72.0934 0.0648847 3833.6  60.3675 0.109737  791.407 50.0187 0.346298 307006.0 63.1168 0.382084 30369.8 24.3059  0.042078   24.2013 0.0408554  9.9   8.389  7.071  3.5   3.551 7.332  13.423 -61.3 0.996 0     2449.0  0.22940780641883968 
  71     53.1374588 -27.8416939 0.67   11.53  0.0    7725   7725   53.1375061 -27.8417108 28.57  0      0.03   0.611727   0.0227099  113275.0 0.6012      0.0125137  0.0203726 1.09482     0.0540408  7099.13  4.11367   0.0338829  10144.6  11.5032   0.0765512  10088.8  13.4098  0.0729752 11735.4 17.2075  0.0994729  24612.1  -99.0    -99.0     0.0     23.3861  0.0542024  8424.39 30.4947  0.0488747  9524.06  43.9392 0.058153   10031.7  75.0827 0.13499   169.315 76.4961 0.0340256 322.158  90.4768 0.0630622 3995.04 62.3667 0.104585  837.806 68.815  0.335291 315283.0 55.1092 0.362617 31727.9 44.4615  0.0588444  43.9392 0.0564494  17.28 12.755 8.372  3.5   4.495 9.268  17.36  76.1  0.988 0     4499.0  0.16239584570017493 
  72     53.1614571 -27.7922783 0.46   11.05  0.07   13526  13526  53.1615614 -27.7922623 30.14  0      0.03   5.63547    0.0175263  116411.0 5.55743     0.0225851  0.0332942 6.14389     0.0167267  98579.5  9.40856   0.00901273 106384.0 12.8294   0.0105072  264906.0 13.4555  0.0412425 28488.3 16.2627  0.0203124  273351.0 -99.0    -99.0     0.0     17.6688  0.0162576  66803.3 19.148   0.00988343 103580.0 24.5842 0.00984996 155898.0 36.1348 0.0976683 203.156 32.934  0.0258864 198.074  32.4059 0.128263  1639.37 33.8535 0.104649  1339.41 34.1194 0.336592 439949.0 76.3259 0.34589  50197.9 24.9736  0.010006   24.5842 0.00791192 6.45  6.149  5.717  3.5   2.211 4.352  8.196  -46.9 0.984 0     2340.0  0.33712322535814165 
  73     53.1801682 -27.7989445 0.67   11.26  0.0    12634  12634  53.1802376 -27.7989275 28.59  0      0.03   1.32953    0.0242102  113304.0 1.36671     0.0138734  0.0333754 2.07812     0.0130351  132764.0 5.94261   0.00850778 141380.0 14.2301   0.0113892  337882.0 15.4653  0.0662004 15985.5 19.4351  0.0229689  336011.0 -99.0    -99.0     0.0     24.0156  0.050837   8116.83 29.6092  0.0480457  9730.78  39.1832 0.056733   10363.6  61.5036 0.167208  203.766 60.4289 0.0518696 187.352  63.443  0.101136  1617.47 40.7902 0.0842675 1339.4  40.7208 0.296779 430797.0 29.7423 0.308133 49049.4 39.0171  0.0564925  39.1832 0.0593834  10.69 13.286 9.522  3.5   4.715 11.358 21.901 -67.7 1.004 0     4360.0  0.22932299631194591 
  74     53.1846657 -27.819973  2.0    12.12  0.0    9951   9951   53.1848203 -27.8197837 28.6   0      0.0    0.0515746  0.0194938  111896.0 0.0457871   0.00716328 0.0255045 0.118936    0.0222837  7609.86  0.100847  0.0128701  11717.9  0.169041  0.0303689  7925.17  0.17587  0.0226267 13673.2 0.354192 0.0328192  18970.4  -99.0    -99.0     0.0     0.606764 0.0128722  16342.6 1.27405  0.0196421  9811.45  2.18638 0.0239546  10364.1  4.17119 0.114898  148.877 4.54507 0.0295572 229.545  12.0036 0.106757  1455.26 14.6708 0.102482  907.669 17.2305 0.321914 355275.0 12.7286 0.351118 36010.1 1.96649  0.0215454  2.18638 0.0332126  33.94 7.4    4.321  4.13  4.219 7.061  12.637 -47.4 1.112 0     709.0   0.8406590443560651  
  75     53.1970825 -27.7133064 0.74   11.86  0.0    23589  23589  53.1970514 -27.7134198 28.21  0      0.03   0.885495   0.0220475  113662.0 0.630399    0.0111881  0.030223  0.841315    0.128744   1324.68  2.86668   0.0370933  4384.0   8.40191   0.134981   2405.21  9.53057  0.15674   1948.68 11.6979  0.147094   7169.22  12.7112  0.0902065 3131.47 -99.0    -99.0      0.0     18.4818  0.0460779  4143.97  23.7943 0.056379   4116.03  -99.0   -99.0     0.0     32.1057 0.128882  13.3277  54.7265 0.209453  841.113 33.2995 0.187472  588.172 29.436  0.747572 118952.0 27.3261 0.831112 13682.7 23.1413  0.0548318  23.7943 0.0577805  5.17  8.054  7.008  3.5   2.556 6.197  13.716 14.5  1.028 0     1927.0  0.42009996907207214 
  77     53.2055435 -27.9075565 0.56   10.83  0.15   1602   1602   53.2056071 -27.907575  27.79  0      0.03   0.630747   0.0230627  111194.0 0.661817    0.0122997  0.022165  1.16753     0.0346946  13445.0  4.5505    0.0199725  22306.5  10.9214   0.0376946  26748.6  12.1395  0.112457  3928.84 15.5258  0.0555097  42406.6  -99.0    -99.0     0.0     19.8481  0.114241   2586.39 25.5096  0.082942   2094.71  38.4335 0.105345   2108.74  59.5523 0.162944  128.984 -99.0   -99.0     0.0      66.9105 0.125339  1097.79 48.7236 0.139615  521.756 47.8835 0.413871 211372.0 36.9659 0.413345 24921.2 38.0724  0.104355   38.4335 0.112183   8.28  13.827 7.222  3.5   3.74  10.006 21.447 -72.5 1.009 0     3262.0  0.21301205129346187 
  80     53.1521683 -27.7751942 1.05   11.91  0.28   16049  16049  53.1518394 -27.7754256 30.22  0      0.0    0.974768   0.0202474  114702.0 1.00851     0.0118968  0.0337779 1.11334     0.0107697  131548.0 1.69369   0.00661379 138910.0 3.3298    0.00797219 344076.0 3.7494   0.0378678 23555.7 5.15357  0.0152853  339068.0 -99.0    -99.0     0.0     6.02206  0.0134354  73751.8 7.50798  0.0102664  104943.0 8.94787 0.0105538  157433.0 13.6585 0.154127  212.09  14.007  0.0394363 280.151  26.7624 0.116757  1529.27 22.5937 0.0922414 1398.02 17.5623 0.358737 374368.0 18.9128 0.391644 41141.0 8.72532  0.0102913  8.94788 0.011033   60.55 14.12  7.204  3.5   6.63  11.471 20.507 2.6   1.026 0     3193.0  1.3384533174757962  
  9      53.1244164 -27.8516102 3.71   12.44  0.8    6294   6294   53.1243597 -27.8516265 28.6   0      0.25   -0.0101218 0.0169596  110109.0 -0.00458249 0.00426776 0.0292843 0.0380574   0.0164988  6855.57  0.383481  0.0114721  9806.58  0.645183  0.0254771  8222.3   0.658295 0.0194882 13118.9 0.624305 0.0264368  24056.1  -99.0    -99.0     0.0     -99.0    -99.0      3593.97 0.876777 0.0146132  9801.85  1.37763 0.0178142  10311.5  3.92455 0.0842113 145.368 4.29789 0.0194946 261.468  6.55703 0.0718139 3561.22 7.59101 0.111327  801.621 8.6584  0.380628 265819.0 12.7773 0.394083 29107.8 1.2654   0.016363   1.37763 0.022649   5.06  4.842  3.474  3.87  1.758 3.746  7.732  28.9  1.089 0     409.0   0.18977488398350792 
